job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
Data Engineer,ADP,"Hyderabad, Telangana",IT Jobs,,2025-11-28 09:44:30+00:00,,"Position : Data Engineer with 3 to 10 Years experience in PySpark and Data bricks Location : Hyderabad In this role candidate will be responsible for understanding complex data sets, managing multiple disparate data sources, and implementing strong validation processes to ensure data quality. The ideal candidate will have a strong background in python, ETL, pyspark, spark, sql, Amazon Web Services, and Databricks. Experience in Tableau is a plus. Responsibilities: Develop and maintain ETL pipel…","python, sql",2,0
Data Modeler,Tredence Inc.,"Bangalore, Karnataka",IT Jobs,,2025-12-13 09:39:16+00:00,,"Role: Data Modeler/Data Architect About Tredence : Tredence focuses on last-mile delivery of powerful insights into profitable actions by uniting its strengths in business analytics, data science and software engineering. The largest companies across industries are engaging with us and deploying their prediction and optimization solutions at scale. Head quartered in the San Francisco Bay Area, we serve clients in the US, Canada, Europe, and South East Asia. Tredence is an equal opportunity empl…",,0,0
Data Engineer,Quess IT Staffing,"Bangalore, Karnataka",IT Jobs,,2025-12-05 01:28:49+00:00,," We Are Hiring: Data Engineer Payroll: Quess  Position Details • Location: Pune / Bangalore (Local candidates preferred) • Experience: 7 Years (Minimum 6 Years Relevant) • Shift: 4:00 PM – 1:00 AM IST • Notice Period: Immediate – 15 Days  Interview Process • L1: Face-to-Face (Pune/Bangalore Office) • L2: Virtual  Role & Responsibilities • Design & maintain Azure Data Pipelines and Data Lake solutions • Build and optimize datasets for Power BI • Ensure data quality, governance & consistency • Au…",,0,0
Data Engineer,Amicon Hub Services,"Bangalore, Karnataka",IT Jobs,,2025-12-18 02:35:52+00:00,,"Hiring: Data Engineer – GenAI / ML | AWS  Location: Bangalore  Experience: 8Yrs  Notice Period: Immediate joiners preferred About the Role We are looking for an experienced Data Engineer with strong expertise in GenAI / ML–focused data engineering and the AWS cloud ecosystem . You will design and build scalable data pipelines that power AI, ML, and analytics workloads, working closely with data scientists and ML engineers. Key Responsibilities Design and optimize scalable ETL/ELT pipelines for …",,0,0
Data Engineer,Insight Global,India,IT Jobs,,2025-12-08 10:31:07+00:00,,"Insight Global is seeking a Senior Data Engineer to design, build, and scale robust data solutions on Microsoft Azure. You’ll own modern data pipelines and models that power analytics and reporting across the business. The ideal candidate is hands‑on with SQL databases, Azure Data Lake Storage, Azure Data Factory (ADF), and Power BI, and is comfortable operating in an engineering culture that values reliability, performance, and strong DevOps practices. Required Skills & Experience - 5 years of…",sql,1,0
Data Analyst,KPMG India,India,IT Jobs,,2025-11-25 08:54:55+00:00,,"KPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws, regulations, markets and competition. KPMG has offices across India in Ahmedabad, Bengaluru, Chandigarh, Chennai, Gurugram, Jaipur, Hyderabad, Jaipur, Kochi, Kolkata, Mumbai, Noida, Pune, Vadodara and Vijayawada. KPMG entities in…",,0,0
Data Analyst,Valkyrie People Consulting,"Pune, Maharashtra",IT Jobs,,2025-11-28 09:40:55+00:00,,"Job Title: Data Analyst Location: Pune, India Industry: Automotive Experience: 3 years of experience in data analysis, preferably within the automotive or manufacturing sector. Position Overview: The Data Analyst will be responsible for gathering, analyzing, and interpreting data to help the automotive company improve its operations, optimize supply chains, enhance customer satisfaction, and make informed business decisions. This role requires a strong background in data analysis techniques and…",data analysis,1,0
Data Modeler,Allianz Services,"Pune, Maharashtra",IT Jobs,,2025-12-10 16:50:24+00:00,,"Design and optimise dimensional models for reporting and analytics, including mini dimensional models in SQL Migrate data transformation steps from PowerBI to data bricks and roll out DBT for scalable workflows. Rebuild and maintain core datasets to ensure accuracy and performance across systems. Producing Conceptual, Logical and Physical Data Models and related artefacts to specified standards Producing Entity Relationship Diagrams and specifying and documenting the relationships between entit…",sql,1,0
Data Modeler,Best Infosystems Ltd.,"Pune, Maharashtra",IT Jobs,,2025-06-06 09:46:42+00:00,,"Data Modeler_Full-Time_Pune /Bangalore (Hybrid , 3 Days WFO) Job Title: Data Modeler Job Type: Full-Time Location: Pune /Bangalore (Hybrid , 3 Days WFO) Shift Timing: 2:30 PM to 10:30 PM Experience: 10-14 Years Job Description: • Creation and management of business data models in all their forms, including conceptual models, logical data models and physical data models (relational database designs, message models and others). • Expert level understanding of relational database concepts, dimensi…",,0,0
Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-19 08:54:35+00:00,,"• 6 years of experience with ETL/Python/SQL, and data visualization/exploration tools. • Experience in building complex SQL queries. • Familiarity with the Azure Databricks, Azure Data Factory. • Experience in building or maintaining ETL pipelines. • Experience in building Power BI dashboards. • Familiarity with SDLC and Agile ways of working. • Familiarity with Atlassian tools like Bitbucket, JIRA, Confluence. • Develops and maintains scalable data pipelines for extraction, transformation and …","python, sql",2,0
Data Engineer,Best NanoTech,"Bangalore, Karnataka",IT Jobs,,2025-12-16 18:12:37+00:00,,"Job Title: Data Engineer (Python/SQL) Location: Hyderabad Job Type: Full-time About Us At Best Nanotech, we are [brief mission statement, e.g., revolutionizing supply chain logistics]. We believe that data is our most valuable asset. We are building a world-class Data Platform team to ensure that our Analysts, Data Scientists, and Leadership have access to clean, reliable, and timely data. The Role We are looking for a Data Engineer to join our infrastructure team. You will be responsible for e…","python, sql",2,0
Data Analyst,KPMG India,"Bangalore, Karnataka",IT Jobs,,2025-11-19 08:15:57+00:00,,"About KPMG in India : KPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws, regulations, markets and competition. KPMG has offices across India in Ahmedabad, Bengaluru, Chandigarh, Chennai, Gurugram, Jaipur, Hyderabad, Jaipur, Kochi, Kolkata, Mumbai, Noida, Pune, Vadodara and Vijaya…",,0,0
Data Validator,Tata Consultancy Services,India,IT Jobs,,2025-12-02 23:06:36+00:00,,"TCS is hiring: Data Validation Skill -: Data Validator Job Location – Mumbai, Pune, Bangalore, Hyderabad, Chennai, Nagpur Experience Range – 2 to 5 Years Skills - Elluminate Reporting, SQL, SAS, Clinical Domain Educational Qualification(s) Required – Graduate/Postgraduate ( Any life-science/ Engineering ) Responsibilities: Create data cleaning reporting solutions with appropriate oversight that support the quality and timely delivery of data cleaning, study status metric, and monitoring reports…",sql,1,0
Data Analyst,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2025-12-12 09:50:41+00:00,,"Greetings from TATA CONSULTANCY SERVICES! Skill: Data Analyst Years of Experience: 5 - 10 years Location: Chennai/ Bangalore Job Description:- Role & Responsibilities Acquire and mine data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine. Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts. Active role…",,0,0
Data Modeler,Tredence Inc.,"Bangalore, Karnataka",IT Jobs,,2025-12-09 08:57:43+00:00,,"About the Company: Tredence focuses on last-mile delivery of powerful insights into profitable actions by uniting its strengths in business analytics, data science and software engineering. The largest companies across industries are engaging with us and deploying their prediction and optimization solutions at scale. Head quartered in the San Francisco Bay Area, we serve clients in the US, Canada, Europe, and South East Asia. We are seeking an experienced data scientist who apart from the requi…",,0,0
Data Engineer,Logic Pursuits,India,IT Jobs,,2025-11-26 09:46:26+00:00,,"Job Title: Data Engineer (Snowflake  dbt/Matillion) Location: Hyderabad, India Job Type: Full-time Job Description: We are looking for an experienced and results-driven Data Engineer to join our growing Data Engineering team. The ideal candidate will be proficient in building scalable, high-performance data transformation pipelines using Snowflake and dbt, and able to effectively work in a consulting setup. In this role, you will be instrumental in ingesting, transforming, and delivering high-q…",,0,0
